Title,ingredients
"Chicken Meatballs With Molokhieh, Garlic, and Cilantro","/ crustless sourdough bread, finely blitzed into crumbs, or zucchini, coarsely grated, / chicken or turkey thighs, garlic, cumin, cinnamon, allspice, chile flakes, / cilantro, roughly, / parsley, roughly, / mint, roughly, lemon: grate finely to get zest, then cut into wedges, Salt and black pepper, olive oil, garlic, lemon: shave the rind to get strips, then juice to get, / chicken stock, / frozen molokhieh, cinnamon, Salt and black pepper, / parsley, roughly, / cilantro, roughly, olive oil, garlic, chile flakes, cilantro, roughly"
Instant Pot Bisibelabath,"vegetable oil, divided, unsweetened coconut ﬂakes, coriander seeds, chana dal, black peppercorns, fenugreek seeds, cinnamon, asafoetida, red chile, onion, kosher salt, green chiles, turmeric, yellow mustard seeds, white basmati rice, rinsed, lentils, trimmed acorn or butternut squash, mustard greens, no-added-salt vegetable broth or water, Special Equipment: Coﬀee/spice grinder"
Tahini-Walnut Magic Shell,"raw walnuts, white chocolate, refined coconut oil, tahini, vanilla bean paste or vanilla extract, kosher salt"
Django Reinhardt,"dry white vermouth, lemon juice, simple syrup, orange"
Rosé All Day,"strawberries, hulled, rosé wine, chilled, Aperol, lemon juice, Soda water, chilled"
Lentil Burgers,"French green or brown lentils, -milk Greek yogurt, finely grated lemon zest, lemon juice, garlic, finely grated, divided, Kosher salt, crimini mushrooms, stems trimmed, finely, white miso, smoked paprika, extra-virgin olive oil, divided, oat flour, gluten-free : blend, or all-purpose flour, wheat or gluten-free buns, sprouts and/or lettuce, and pickle"
Nurse,"Noilly Prat dry vermouth, club soda, Garnish: cucumber wheel"
Salad Ramen,"seasoned rice vinegar, extra-virgin olive oil, lime juice, soy sauce, toasted sesame seeds, mild red pepper flakes, toasted sesame oil, or ramen noodles, Kosher salt, shredded or shaved vegetables"
Miso-Glazed Salmon With Sushi Rice,"short-grain white sushi rice, rinsed until water runs clear, Diamond Crystal or Morton kosher salt, plus more, sugar, unseasoned rice vinegar, divided, pure maple syrup, red or white miso, tamari or regular soy sauce, red pepper flakes, plus more for serving, extra-virgin olive oil, skin-on salmon fillets, scallions, thinly, toasted sesame seeds, Lime wedges"
Grilled Carrots With Avocado and Mint,"cumin seeds, lemon juice, honey, plus extra-virgin olive oil, serrano chile, seeds removed if desired, thinly, ginger, peeled, finely grated, Kosher salt, carrots with tops, tops trimmed to about "", scrubbed, halved lengthwise, avocados, cut into, mint"
Double Ripple Ice Cream Cake,"red or black plums, pitted, light brown sugar, kosher salt, walnuts, black and/or white sesame seeds, pure maple syrup, preferably grade B, kosher salt, butter, plus more for pan, light brown sugar, tahini, vanilla bean paste or vanilla extract, kosher salt, chilled egg, all-purpose flour, baking powder, pints high-quality vanilla ice cream, divided, A "" springform pan"
Tiger Fruit Salad,"underripe stone fruit, pears, or mangoes, thinly, serrano chile, seeds removed if desired, thinly, unseasoned rice vinegar, sugar, kosher salt, plus more, bunch cilantro, scallions, thinly on a diagonal, celery stalks, thinly on a diagonal, toasted sesame oil, low-sodium soy sauce, Zest lime, toasted sesame seeds, Lime wedges"
Grilled Pork Shoulder With Butter Vinegar Sauce,"fennel seeds, oregano, – - boneless pork shoulder, Grapeseed or other neutral oil, kosher salt, plus more, chiles de árbol, torn in half, seeds removed if desired, apple cider vinegar, butter, sugar, Special Equipment: A spice mill or mortar and pestle"
No-Churn Almond and Raspberry Swirl Ice Cream,"raspberries, sugar, kosher salt, divided, sweetened condensed milk, almond extract, heavy cream"
No-Churn Fresh Mint and Chocolate Ice Cream,"coarsely mint, heavy cream, divided, bittersweet chocolate, coarsely, sweetened condensed milk, kosher salt, Dutch-process cocoa powder"
Bibingkang Cassava (Cassava Cake),"egg yolks, beaten, One - frozen grated cassava, thawed, jarred macapuno coconut strings, or sweetened shredded coconut, canned unsweetened coconut milk, sweetened condensed milk, egg whites, sweetened condensed milk"
Peach Cobbler,"peaches, unpeeled, cut into -inch chunks, Zest and juice lemon, butter, softened, sugar, divided, all-purpose flour, baking powder, kosher salt, milk, hot tap water, Heavy cream, for serving"
Pajeon (파 전 / Scallion Pancakes),"all-purpose flour, cornstarch, baking powder, sugar, doenjang, freshly black pepper, ice-cold club soda, egg yolk, garlic, bunches scallions, cut into -inch batons, About grape seed or canola oil, for frying, Pajeon Sauce"
Pajeon Sauce,"water, rice vinegar, soy sauce, gochugaru, garlic, ginger, toasted sesame oil, red chile, optional"
Shaak-no Sambharo (Quick Pickled Vegetables),"vegetable oil, black mustard seeds, fenugreek seeds, asafetida powder, cayenne or serrano pepper, deseeded, and thin, julienned ginger, white vinegar, kosher salt, mixed vegetables, prepped as follows"
Gol-Keri (Quick Mango Achaar),"finely red or white onions, fine sea salt, plus additional to taste, mango, skin removed, cumin, coriander, cayenne, finely grated jaggery, Additional salt, to taste"
Tortillas de Harina (Flour Tortillas),"all-purpose flour, plus more if needed, pork lard, chilled, kosher salt, About hot water, plus more if needed"
Grilling Cheese With Sweet Peppers and Black Lentils,"Kosher salt, black beluga lentils, sherry vinegar or red wine vinegar, honey, extra-virgin olive oil, divided, Freshly black pepper, grilling cheese, torn into "", sweet mini peppers, ribs and seeds removed, halved lengthwise, cut into thirds if, oregano, basil, torn if, Flaky sea salt"
Grilled Flatfish With Pistachio-Herb Sauce,"raw pistachios, prunes, pits removed, coarsely, garlic, finely grated, finely parsley, finely mint, finely tarragon, kimchi or sauerkraut brine, Champagne vinegar or white wine vinegar, Kosher salt, extra-virgin olive oil, flatfish, Extra-virgin olive oil, Kosher salt, Aleppo-style pepper"
Grilled Mushroom  Antipasto Salad,"assorted mushrooms, wiped clean, trimmed, torn into big if, extra-virgin olive oil, divided, Kosher salt, Champagne vinegar or white wine vinegar, Aleppo-style pepper, oregano, garlic, finely grated, Freshly black pepper, Parmesan, shaved, Castelvetrano olives, coarsely, drained Peppadew peppers in brine, coarsely"
Brad’s Spoon Sauce,"raw pistachios, prunes, pits removed, coarsely, garlic, finely grated, finely parsley, finely mint, finely tarragon, kimchi or sauerkraut brine, Champagne vinegar or white wine vinegar, Kosher salt, extra-virgin olive oil"
No-Churn Labneh and Lime Ice Cream With Granola,"labneh or plain -milk Greek yogurt, granola, sweetened condensed milk, Zest and juice limes, kosher salt, heavy cream, Special Equipment: layers cheesecloth"
Grilled Eggplant With Garlicky Tahini-Yogurt Sauce,"assorted eggplant, heads garlic, plain -milk Greek yogurt, tahini, Kosher salt, lemon, halved, Sumac, Brad's Spoon Sauce, Ingredient Info: Sumac, a tart, citrusy spice generally sold in form, be found in the spice aisle and online"
Grilled Potatoes With Red Miso Butter,"baby Yukon Gold potatoes, Diamond Crystal or Morton kosher salt, butter, red miso, garlic, finely, seasoned rice vinegar, Freshly black pepper, parsley"
Cooler-Steamed Corn,"Diamond Crystal or plus Morton kosher salt, ears corn, in husk"
Honey-Glazed Pepper Chicken,"black peppercorns, pink peppercorns, divided, Diamond Crystal or Morton kosher salt, divided, chicken, vegetable oil, plus more for grill, Fresno chiles, thinly, fermented garlic honey, honey, or pure maple syrup, Champagne vinegar or white wine vinegar, Special Equipment: A spice mill or mortar and pestle"
Pork Shoulder Steaks With Horseradish-Mustard Sauce,"finely grated peeled horseradish or drained prepared horseradish, Dijon mustard, grain mustard, honey, Kosher salt, toasted nori sheet, coriander, mustard powder, light brown sugar, freshly black pepper, garlic powder, Vegetable oil, pork shoulder steaks, Kosher salt, finely grated peeled horseradish or drained prepared horseradish, Special Equipment: A spice mill or mortar and pestle"
Speedy Summer Gazpacho,"cucumber, roughly, tomatoes, basil, stems removed, celery stalk, roughly, red pepper, deseeded and roughly, garlic, grated, Juice lemon, extra-virgin olive oil, plus extra for drizzling, red wine vinegar, Sea salt and freshly black pepper"
Black-Eyed Pea Burgers With Creamy Barbecue Sauce and Chowchow,"amaranth, scallions, coarsely, crimini or button mushrooms, Scotch bonnet or habanero chile, seeds removed, finely, black-eyed peas, rinsed, parsley with tender stems, tamari soy sauce, flaxseed meal, miso, kosher salt, plus more, Freshly black pepper, Extra-virgin olive oil, store-bought barbecue sauce, mayonnaise, chili-garlic sauce, Dijon mustard, lemon juice, apple cider vinegar, hamburger buns or brioche buns, toasted, Chowchow"
Chowchow,"green cabbage, into "" green tomatoes, cut into "", sweet onion, cut into "", green bell pepper, seeds and ribs removed, cut into "", red bell pepper, seeds and ribs removed, cut into "", pickling salt or kosher salt, yellow mustard seeds, apple cider vinegar, distilled white vinegar, cane sugar or raw sugar, yellow mustard, turmeric, garlic, finely"
Creole Caesar Salad With Corn Bread Croutons,"Fried Okra, heads romaine lettuce, separated, cooked corn kernels, chilled, cubed corn bread, toasted, grape tomatoes, seedless cucumber, red onion, Creole Caesar Dressing, extra-virgin olive oil, garlic, peeled, onion, red wine vinegar, roasted red bell pepper, finely celery, light brown sugar, cayenne pepper, mayonnaise, grated Parmesan cheese, Salt and pepper"
Jerk Potato Salad,"Zest and juice limes, habanero chiles, finely, ""- ginger, scrubbed, finely grated, garlic, finely, scallions, finely thyme, vegetable oil, dark or light brown sugar, allspice, Diamond Crystal or Morton kosher salt, thyme, coarsely black pepper, granulated garlic, cinnamon, ginger, nutmeg, cayenne pepper, cumin, Yukon Gold potatoes, scrubbed, cut into "", sweet potato, peeled, cut into "", Diamond Crystal or Morton kosher salt; plus more, mayonnaise, red onion, finely, scallions, coarsely black pepper"
Grilled Peach Toast With Pimiento Cheese,"firm-ripe peaches, halved and pitted, plus blended oil, -size ripe avocado, multigrain boule-style bread, Smoky Pimiento Cheese With Bacon, extra-virgin olive oil, ⁄ thinly red radishes, bunch watercress, gray sea salt, ⁄ coarsely black pepper"
Homestyle Dosas with Tomato Chutney,"long-grain white rice, or split urad dal, fenugreek seeds, kosher salt, plus vegetable oil, onion, finely, – green chiles, seeds removed if desired, finely, tomatoes or canned peeled tomatoes, Kosher salt, black mustard seeds, – or frozen curry, red chile, split or urad dal, A asafoetida, ghee or clarified butter, divided, plus more for griddle"
Shimbra Wat (Chickpeas With Spicy Flaxseed Paste),"brown or golden flaxseed, awaze dipping sauce, cooked or canned chickpeas, drained and rinsed, Salt"
Infinity Pool,"chilled mezcal, chilled Lillet blanc, chilled : simple syrup, celery bitters, plus water, celery juice, lemon juice, Garnish: Smoked sea salt and thinly lemon wheels"
Division Bell,"mezcal, such as Del Maguey Vida, Aperol, maraschino liqueur, lime juice, grapefruit twist"
Mezcal Mule,"mezcal, such as Vago Espadín, lime juice, ginger juice, agave nectar, sparkling water"
Electron,"mezcal, such as Don Amado Rústico, cinnamon syrup, lime juice, carrot juice, dashes Regan’s Orange Bitters, Pink peppercorn, for rim, Salt, for rim"
Killer Bee,"⁄ honey, mezcal, such as Del Maguey Vida brand, ⁄ freshly squeezed lemon juice"
La Pina,"ice cube, plus more ice cubes for the cocktail shaker, serrano chile, seeded, or cilantro, mezcal, pineapple juice, rich simple syrup, lime juice, pineapple for garnish"
Arinato,"mezcal, such as Ilegal Mezcal Joven, Lillet Blanc, Dolin Dry Vermouth, Yellow Chartreuse, Luxardo Maraschino Liqueur, dashes Peychaud’s Bitters, Grapefruit twist for garnish"
Ti' Punch,"lime, bar spoon cane or simple syrup, rhum agricole blanc, preferably percent ABV or above, such as Damoiseau Proof Rhum Agricole Blanc"
Royal Dock Cooler,"milliliters pot still Jamaican rum, such as Hamilton Jamaican Pot Still Black Rum, milliliters pineapple syrup, milliliters grapefruit juice, milliliters brewed Earl Grey tea, Garnish: Lime wheels"
Jungle Bird,"blackstrap rum, freshly squeezed pineapple juice, Campari, freshly squeezed lime juice, simple syrup, Garnish: pineapple chunk and/or pineapple"
Savory Gruyère Bread With Ham,"butter, and cooled, plus more for the pan, all-purpose flour, plus more for the pan, baking powder, fine sea salt, baking soda, coarsely ham, thinly scallions, white and green parts, thyme, grated Gruyère or sharp cheddar cheese, eggs, buttermilk"
Grilled Cauliflower Wedges With Herb Tarator,"or slivered almonds, garlic, finely grated, dill, mint, tahini, lemon juice, Kosher salt, freshly pepper, cauliflower, extra-virgin olive oil, coriander, cumin, turmeric, Handful tender herbs"
Open-Face Mushroom Sandwiches With Pecorino Salsa Verde,"shallots, thinly crosswise, rings separated, plus red wine vinegar, red pepper flakes, freshly black pepper, Kosher salt, Pecorino Romano, Grana Padano, or Parmigiano-Reggiano, mixed tender herb or greens, extra-virgin olive oil, king trumpet or crimini mushrooms, trimmed, extra-virgin olive oil, ""-thick country-style bread"
Hickory-Smoked Baby Back Ribs,"packed brown sugar, kosher salt, sweet smoked paprika ancho chili powder, paprika, onion powder, freshly cracked black pepper thyme, racks baby back ribs, about, chunks hickory wood, soaked in water for at least hours or hickory wood chips, soaked in water for at least hours, ⁄ apple cider, ⁄ ketchup, red wine vinegar, Dijon mustard, light soy sauce, Worcestershire sauce, molasses, ⁄ ancho chili powder, ⁄ cumin, ⁄ garlic, ⁄ freshly black pepper"
